ID_DOI,Latitude,Longitude,Multispecies study (y/n),yrstart,yrend,Significant trend (y/blank),r or r2 value reported (y/blank),Species,Time Series Type ,Position,Abundance Change,Hemisphere,Sampling,Functional group,Timespan,full.ref
2090,41,14,y,1908,2005,,,Ceratium hexacanthum,Irregular,0.51235,Negative,N,Irregular,Phytoplankton,98,"Tunin-Ley, A., F. Ibanez, J-P. Labat, A. Zingone and R. Lemee. 2009. Phytoplankton biodiversity and the NW Mediterranean Sea warming: changes in the dinoflagellate genus Ceratium in the 20th century. Marine Ecology Progress Series 375: 85-99"
2090,41,14,y,1929,2005,,,Ceratium teres,Irregular,0.70618,Positive,N,Irregular,Phytoplankton,77,"Tunin-Ley, A., F. Ibanez, J-P. Labat, A. Zingone and R. Lemee. 2009. Phytoplankton biodiversity and the NW Mediterranean Sea warming: changes in the dinoflagellate genus Ceratium in the 20th century. Marine Ecology Progress Series 375: 85-99"
2090,41,14,y,1929,2005,,,Ceratium trichoceros,Irregular,0.67544,Positive,N,Irregular,Phytoplankton,77,"Tunin-Ley, A., F. Ibanez, J-P. Labat, A. Zingone and R. Lemee. 2009. Phytoplankton biodiversity and the NW Mediterranean Sea warming: changes in the dinoflagellate genus Ceratium in the 20th century. Marine Ecology Progress Series 375: 85-99"
2128,33,-121,y,1951,1998,y,,Ceratoscopelus townsendi,Time series,0.71458,Positive,N,Timeseries,Larvalbonyfish,48,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152"
2111,33,-121,y,1951,2002,,,Ceratoscopelus townsendi,Time series,0.71458,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
1095,30,-86.5,y,1971,2006,,,Chaetodon ocellatus,Irregular,1,Positive,N,Irregular,Fish,36,"Fodrie, F.J., K.L. Heck, S.P. Powers, W.M. Graham and K.L. Robinson. 2010. Climate-related, decadal-scale assemblage changes of seagrass-associated fishes in the northern Gulf of Mexico. Global Change Biology 16: 48-59"
2128,33,-121,y,1951,1998,,,Chauliodus macouni,Time series,0.05414,Positive,N,Timeseries,Larvalbonyfish,48,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152"
2111,33,-121,y,1951,2002,,,Chauliodus macouni,Time series,0.05414,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2116,-42,148.3,y,1880,2010,,,Cheilodactylus nigripes,Irregular,0.89682,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
1098,50.15,-4.15,y,1913,2002,,y,Chelidonichthys cuculus,Irregular,0.59303,Positive,N,Irregular,Fish,90,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
1098,50.15,-4.15,y,1913,2002,,y,Chelidonichthys lastoviza,Irregular,0.96254,Negative,N,Irregular,Fish,90,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
1098,51.2,-3.13,y,1981,2002,,y,Chelidonichthys lucerna,Time series,0.87738,Positive,N,Timeseries,Fish,22,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
2128,33,-121,y,1951,1998,y,,Chiasmodon niger,Time series,0.5459,Positive,N,Timeseries,Larvalbonyfish,48,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152"
2111,33,-121,y,1951,2002,,,Chiasmodon niger,Time series,0.5459,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2079,64,-168,n,1975,2001,,,Chionoecetes opilio,Time series,0.90909,Negative,N,Timeseries,Invertebrates,27,"Orensanz J., B. Ernst, D.A. Armstrong, P. Stabeno and P. Livingston 2004. Contraction of the geographic range of distribution of snow crab (Chionoecetes opilio) in the eastern Bering Sea: An environmental ratchet? CalCOFI Report 45: 65-79."
2116,-42,148.3,y,1880,2010,,,Chironemus marmoratus,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
101080,59.62,7.05,y,1955,2009,,,Chondrus crispus ,Irregular,0.82611,Positive,N,Irregular,Macroalgae,55,"Vivian Husa, Henning Steen & Kjersti Sjøtun (2014) Historical changes in macroalgal communities in Hardangerfjord (Norway), Marine Biology Research, 10:3, 226-240, DOI: 10.1080/17451000.2013.810751"
2116,-42,148.3,y,1880,2010,,,Chromis hypsilepis,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2109,57,-165,n,1975,2005,,,Chrysaora melanaster,Time series,0.65827,Positive,N,Timeseries,Zooplankton,31,"Brodeur, R.D., M.B. Decker, L. Cianelli, J.E. Purcell, N.A. Bond, P.J. Stabeno, E. Acuna and G.L. Hunt. 2008. Rise and fall of jellyfish in the eastern Bering Sea in relation to climate regime shifts. Progress in Oceanography 77: 103-111"
2109,59,-172,n,1975,2005,,,Chrysaora melanaster,Time series,0.93496,Positive,N,Timeseries,Zooplankton,31,"Brodeur, R.D., M.B. Decker, L. Cianelli, J.E. Purcell, N.A. Bond, P.J. Stabeno, E. Acuna and G.L. Hunt. 2008. Rise and fall of jellyfish in the eastern Bering Sea in relation to climate regime shifts. Progress in Oceanography 77: 103-111"
1116,50.31,-4.07,y,1951,1990,,,Chthamalus montagui,Time series,0.59815,Positive,N,Timeseries,Invertebrates,40,"Southward, A. J. 1991. Forty years of changes in species composition and population density of barnacles on a rocky shore near Plymouth. Journal of the Marine Biological Association, UK 71:495-513"
2046,51.21,-3.12,y,1981,2008,y,y,Ciliata mustela,Time series,0.00093,Positive,N,Timeseries,Fish,28,"Henderson, P. and D. Bird. 2010. Fish and macro-crustacean communities and their dynamics in the Severn Estuary. Marine Pollution Bulletin 61: 100-114."
1033,52.9,4.6,y,1970,2006,,,Ciliata mustela,Time series,0.25314,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,53.15,5.15,y,1970,2006,,,Ciliata mustela,Time series,0.29045,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1101,41.26,-71.25,y,1959,2005,,,Clupea harengus,Time series,0.02809,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,,,Clupea harengus,Time series,0.03155,Negative,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1098,51.2,-3.13,y,1981,2002,y,y,Clupea harengus,Time series,0.45886,Positive,N,Timeseries,Fish,22,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
1033,51.42,3.58,y,1970,2006,y,,Clupea harengus,Time series,0.4684,Negative,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,52.9,4.6,y,1970,2006,,,Clupea harengus,Time series,0.53254,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,53.15,5.15,y,1970,2006,,,Clupea harengus,Time series,0.54337,Negative,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
2120,56,-8,y,1970,1998,,,Clupea harengus,Time series,0.66688,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2120,56,19,y,1970,1998,,,Clupea harengus,Time series,0.66688,Positive,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2120,57,3,y,1970,1998,,,Clupea harengus,Time series,0.71022,Positive,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2120,58,23.6,y,1970,1998,,,Clupea harengus,Time series,0.75356,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
1079,64.3,-23.8,y,1985,2004,,,Clupea harengus,Time series,1,Positive,N,Timeseries,Fish,20,"Bjornsson, H. and O.K. Palsson. 2004. Distribution patterns and dynamics of fish stocks under recent climate change in Icelandic waters. ICES CM2004/K:29"
2120,67,11,y,1970,1998,,,Clupea harengus,Time series,1,Positive,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
101080,59.62,7.05,y,1955,2009,,,Coccotylus truncatus,Irregular,0.77242,Positive,N,Irregular,Macroalgae,55,"Vivian Husa, Henning Steen & Kjersti Sjøtun (2014) Historical changes in macroalgal communities in Hardangerfjord (Norway), Marine Biology Research, 10:3, 226-240, DOI: 10.1080/17451000.2013.810751"
1093,50.5,-2.5,y,1981,2005,,,Coelopa frigida,Two point,0.18965,Negative,N,Twopoint,Invertebrates,25,"Edward, D.A., J.E. Blyth, R. McKee and A. Simon Gilburn. 2007. Change in the distribution of a member of the strand line community: the seaweed fly (Diptera: Coelopidae). Ecological Entomology 32: 741_746"
1093,56,-1.5,y,1967,2005,,,Coelopa pilipes,Irregular,0.71402,Positive,N,Irregular,Invertebrates,39,"Edward, D.A., J.E. Blyth, R. McKee and A. Simon Gilburn. 2007. Change in the distribution of a member of the strand line community: the seaweed fly (Diptera: Coelopidae). Ecological Entomology 32: 741_746"
2111,33,-121,y,1951,2002,,,Cololabis saira,Time series,0.31426,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
1098,51.2,-3.13,y,1981,2002,y,y,Conger conger,Time series,0.76118,Negative,N,Timeseries,Fish,22,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
2051,36.62,-121.91,y,1931,1996,y,,Corynactis californica,Irregular,0.5774,Positive,N,Irregular,Invertebrates,66,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490"
2116,-42,148.3,y,1880,2010,,,Coryphaena hippurus ,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2019,45,-3,y,1973,1995,y,y,Crangon crangon,Time series,0.10986,Negative,N,Timeseries,Invertebrates,23,"Hemery, G., F. D'Amico, I. Castege, B. Dupont, J. D'Elbee, Y. Lalanne and C. Mouches.  2008.  Detecting the impact of oceano-climatic changes on marine ecosystems using a multivariate index: The case of the Bay of Biscay (North Atlantic-European Ocean).  "
2047,51.21,-3.12,n,1981,2004,,y,Crangon crangon,Time series,0.47355,Negative,N,Timeseries,Invertebrates,24,"Henderson, P., R. Seaby, and J. Somes. 2006. A 25-year study of climatic and density-dependent population regulation of common shrimp Crangon crangon (Crustacea: Caridea) in the Bristol Channel. Journal of the Marine Biological Association of the UK 86:28"
2046,51.21,-3.12,y,1981,2008,y,y,Crangon crangon,Time series,0.47355,Positive,N,Timeseries,Invertebrates,28,"Henderson, P. and D. Bird. 2010. Fish and macro-crustacean communities and their dynamics in the Severn Estuary. Marine Pollution Bulletin 61: 100-114."
1078,52.92,4.85,y,1973,2002,y,y,Crangon crangon,Two point,0.5737,Positive,N,Twopoint,Invertebrates,30,"Beukema, J.J. and R. Dekker. 2005. Decline of recruitment success in cockles and other bivalves in the Wadden Sea: possible role of climate change, predation on postlarvae and fisheries. Marine Ecology Progress Series 287: 149-167"
1084,52.99,4.78,n,1974,2007,y,y,Crangon crangon,Time series,0.5778,Positive,N,Timeseries,Invertebrates,34,"Campos, J., A. Bio, J.F. Cardoso, R. Dapper, J. I. Witte and H.W. van der Veer. 2010. Fluctuations of brown shrimp Crangon crangon abundance in the western Dutch Wadden Sea. Marine Ecology Progress Series. 405: 203-219"
2051,36.62,-121.91,y,1931,1996,y,,Crepidula adunca,Irregular,0.54581,Positive,N,Irregular,Invertebrates,66,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490"
101080,59.62,7.05,y,1955,2009,,,Cutleria multifida,Irregular,0.91935,Positive,N,Irregular,Macroalgae,55,"Vivian Husa, Henning Steen & Kjersti Sjøtun (2014) Historical changes in macroalgal communities in Hardangerfjord (Norway), Marine Biology Research, 10:3, 226-240, DOI: 10.1080/17451000.2013.810751"
1033,53.15,5.15,y,1970,2006,,,Cyclopterus lumpus,Time series,0.63991,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1101,41.26,-71.25,y,1959,2005,y,,Cynoscion regalis,Time series,1,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,,,Cynoscion regalis,Time series,1,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
2116,-42,148.3,y,1880,2010,,,Dasyatis brevicaudata,Irregular,0.96205,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2019,45,-3,y,1976,2002,y,y,Delphinus delphis,Time series,0.73411,Positive,N,Timeseries,Mammalsandreptiles,27,"Hemery, G., F. D'Amico, I. Castege, B. Dupont, J. D'Elbee, Y. Lalanne and C. Mouches.  2008.  Detecting the impact of oceano-climatic changes on marine ecosystems using a multivariate index: The case of the Bay of Biscay (North Atlantic-European Ocean).  "
2133,58,-5.5,y,1948,2003,y,,Delphinus delphis,Time series,0.98826,Positive,N,Timeseries,Mammalsandreptiles,56,"MacLeod, C.D., S.M. Bannon, G.J. Pierce, C. Schweder, J.A. Learmonth, J.S. Herman and R.J. Reid. 2005. Climate change and the cetacean community of north-west Scotland. Biological Conservation 124: 477:483"
2130,-29.42,31.32,y,1989,2007,y,,Diagramma pictum,Time series,1,Positive,S,Timeseries,Fish,19,"Lloyd, P., S. Weeks, M. Magno-Canto, G. Plaganyi and E. Plaganyi. 2010 Ocean warming alters species abundance patterns and increases species richness in an African sub-tropical reef-fish community. Fisheries Oceanography 21: 78-94"
2128,33,-121,y,1951,1998,y,,Diaphus theta ,Time series,0.20068,Positive,N,Timeseries,Larvalbonyfish,48,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152"
2111,33,-121,y,1951,2002,,,Diaphus theta ,Time series,0.20068,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
1098,51.2,-3.13,y,1981,2002,y,y,Dicentrarchus labrax,Time series,0.84595,Positive,N,Timeseries,Fish,22,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
2046,51.21,-3.12,y,1981,2008,y,y,Dicentrarchus labrax,Time series,0.84663,Positive,N,Timeseries,Fish,28,"Henderson, P. and D. Bird. 2010. Fish and macro-crustacean communities and their dynamics in the Severn Estuary. Marine Pollution Bulletin 61: 100-114."
1033,51.42,3.58,y,1970,2006,,,Dicentrarchus labrax,Time series,0.86103,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,52.9,4.6,y,1970,2006,y,,Dicentrarchus labrax,Time series,0.96249,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,53.15,5.15,y,1970,2006,y,,Dicentrarchus labrax,Time series,0.97962,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1010,46,-3,y,1987,2006,y,y,Dicologlossa cuneata,Time series,1,Positive,N,Timeseries,Fish,20,"Hermant, M., J. Lobry, S. Bonhommeau, J. Poulard and O. Le Pape. 2010. Impact of warming on abundance and occurrence of flatfish populations in the Bay of Biscay (France). Journal of Sea Research 64: 45-53"
1092,47.3,-2.7,y,1981,2001,y,,Dicologlossa cuneata,Time series,1,Positive,N,Timeseries,Fish,21,"Desaunay, Y, D. Guerault, O. Le Pape and J. Poulard. 2006. Changes in occurrence and abundance of northern/southern flatfishes over a 20-year period in a coastal nursery area (Bay of Vilaine) and on the eastern continental shelf of the Bay of Biscay. Scie"
101080,59.62,7.05,y,1955,2009,,,Dictyosiphon foeniculaceus,Irregular,0.68061,Positive,N,Irregular,Macroalgae,55,"Vivian Husa, Henning Steen & Kjersti Sjøtun (2014) Historical changes in macroalgal communities in Hardangerfjord (Norway), Marine Biology Research, 10:3, 226-240, DOI: 10.1080/17451000.2013.810751"
101016hal,42.2,-8.85,n,1985,2014,,,Dinophysis acuta,Time series,0.40119,Positive,N,Timeseries,Phytoplankton,30,"Diaz, Patricio A.; Ruiz-Villarreal, Manuel; Pazos, Yolanda; et al. Climate variability and Dinophysis acuta blooms in an upwelling system. HARMFUL ALGAE   Volume: 53   Special Issue: SI   Pages: 145-159  DOI: 10.1016/j.hal.2015.11.007"
2018,54.19,7.9,y,1974,1994,,,Diogenes pugilator,Time series,1,Negative,N,Timeseries,Zooplankton,21,"Greve, W., F. Reiners and J. Nast. 1996. Biocoenotic changes of the zooplankton in the German Bight: the possible effects of eutrophication and climate. ICES Journal of Marine Science. 53: 951-956."
2128,33,-121,y,1951,1998,y,,Diogenichthys atlanticus,Time series,0.76256,Positive,N,Timeseries,Larvalbonyfish,48,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152"
2111,33,-121,y,1951,2002,,,Diogenichthys atlanticus,Time series,0.76256,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2130,-30.3,30.4,y,1989,2007,,,Diplodus hottentotus,Time series,0.11496,Negative,S,Timeseries,Fish,19,"Lloyd, P., S. Weeks, M. Magno-Canto, G. Plaganyi and E. Plaganyi. 2010 Ocean warming alters species abundance patterns and increases species richness in an African sub-tropical reef-fish community. Fisheries Oceanography 21: 78-94"
2130,-29.42,31.32,y,1989,2007,y,,Diplodus hottentotus,Time series,0,Positive,S,Timeseries,Fish,19,"Lloyd, P., S. Weeks, M. Magno-Canto, G. Plaganyi and E. Plaganyi. 2010 Ocean warming alters species abundance patterns and increases species richness in an African sub-tropical reef-fish community. Fisheries Oceanography 21: 78-94"
2018,54.19,7.9,y,1974,1994,,,Doliolum nationalis,Time series,1,Negative,N,Timeseries,Zooplankton,21,"Greve, W., F. Reiners and J. Nast. 1996. Biocoenotic changes of the zooplankton in the German Bight: the possible effects of eutrophication and climate. ICES Journal of Marine Science. 53: 951-956."
1026,39,-124,n,1985,2006,,,Dosidicus gigas,Time series,0.85335,Positive,N,Timeseries,Invertebrates,22,"Field, J.C., K. Baltz, A.J. Phillips and W.A. Walker. 2007. Range expansion and trophic interactions of the Jumbo Squid Dosidicus gigas, in the Californian Current. Californian Cooperative Oceanic Fisheries Investigations Reports 48:131-146"
2116,-42,148.3,y,1880,2010,,,Dotalabrus aurantiacus,Irregular,0.96047,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
1033,51.42,3.58,y,1970,2006,,,Echiichthys vipera,Time series,0.74819,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,52.9,4.6,y,1970,2006,,,Echiichthys vipera,Time series,0.83698,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,53.15,5.15,y,1970,2006,,,Echiichthys vipera,Time series,0.85198,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1073,56,3,y,1925,2004,,,Echiichthys vipera,Time series,1,Positive,N,Timeseries,Fish,80,"Beare, D.J., F. Burns, A. Greig, E.G. Jones, K. Peach, M. Kienzle, E. Mackenzie and D.G. Reid. 2004. Long-term increases in prevalence of North Sea fishes having southern biogeographic affinities. Marine Ecology Progress Series 284: 269-278"
2057,55,3,n,1946,2002,y,y,Echinocardium cordatum,Time series,0.77539,Positive,N,Timeseries,Zooplankton,57,"Kirby, R.R., G. Beaugrand, J.A. Lindley, A.J. Richardson, M. Edwards and P.C. Reid. 2007. Climate effects and benthic-pelagic coupling in the North Sea. Marine Ecology Progress Series. 330:31-38."
1111,47,-15,n,1950,2005,,,Entelurus aequoreus,Time series,0.18565,Positive,N,Timeseries,Larvalbonyfish,56,"Lindley, J.A., R.R. Kirby, D.G. Johns and P.C. Reid. 2006. Exceptional abundance of the snake pipefish (Entelurus aequoreus) in the north-eastern Atlantic Ocean. ICES CM 2006/C:06"
2046,51.21,-3.12,y,1981,2008,,,Entelurus aequoreus,Time series,0.42657,Positive,N,Timeseries,Fish,28,"Henderson, P. and D. Bird. 2010. Fish and macro-crustacean communities and their dynamics in the Severn Estuary. Marine Pollution Bulletin 61: 100-114."
2043,55,-15,n,1958,2005,,,Entelurus aequoreus,Time series,0.64345,Positive,N,Timeseries,Larvalbonyfish,48,"Kirby, R.R., D.G. Johns and J.A. Lindley. 2006. Fathers in hot water: rising sea temperatures and a Northeastern Atlantic pipefish baby boom. Biology Letters 2: 597-600"
2070,57.58,1.38,n,1925,2005,,,Entelurus aequoreus,Time series,0.79109,Positive,N,Timeseries,Fish,81,"Harris, M.P., Beare, D., Toresen, R., N√Öttestad, L., Kloppmann, M., D_rner, H., Peach, K., Rushton, D.R., Foster-Smith, J. and S. Wanless. 2006. A major increase in snake pipefish (Entelurus aequoreus) in northern European seas since 2003: potential impli"
2116,-42,148.3,y,1880,2010,,,Epinephelus lanceolatus,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
1095,30,-86.5,y,1971,2006,,,Epinephelus morio,Irregular,1,Positive,N,Irregular,Fish,36,"Fodrie, F.J., K.L. Heck, S.P. Powers, W.M. Graham and K.L. Robinson. 2010. Climate-related, decadal-scale assemblage changes of seagrass-associated fishes in the northern Gulf of Mexico. Global Change Biology 16: 48-59"
